year,month,month_name,day_of_week,hour,median_price_eur_mwh,source
2010,1,Jan,Tuesday,12:00,22.53,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Tuesday,13:00,21.81,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Tuesday,14:00,21.97,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Tuesday,15:00,22.28,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Tuesday,16:00,25.06,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Tuesday,17:00,28.79,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Tuesday,18:00,29.67,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Tuesday,19:00,27.87,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Tuesday,20:00,25.82,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Tuesday,21:00,22.63,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Tuesday,22:00,20.72,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Tuesday,23:00,18.48,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,00:00,17.19,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,01:00,16.23,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,02:00,15.7,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,03:00,15.06,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,04:00,16.07,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,05:00,19.7,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,06:00,24.47,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,07:00,29.93,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,08:00,27.86,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,09:00,25.73,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,10:00,23.41,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,11:00,23.16,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,12:00,22.64,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,13:00,21.93,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,14:00,21.38,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,15:00,22.61,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,16:00,24.43,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,17:00,28.23,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,18:00,29.61,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,19:00,28.48,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,20:00,25.49,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,21:00,22.39,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,22:00,20.56,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Wednesday,23:00,17.79,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,00:00,16.98,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,01:00,16.46,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,02:00,15.35,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,03:00,15.33,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,04:00,15.86,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,05:00,19.15,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,06:00,25.01,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,07:00,28.99,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,08:00,27.99,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,09:00,24.73,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,10:00,24.35,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,11:00,22.76,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,12:00,22.42,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,13:00,21.57,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,14:00,21.0,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,15:00,21.87,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,16:00,25.5,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,17:00,28.1,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,18:00,29.19,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,19:00,28.05,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,20:00,25.87,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,21:00,22.47,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,22:00,20.13,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Thursday,23:00,18.23,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,00:00,16.87,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,01:00,16.24,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,02:00,15.12,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,03:00,14.8,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,04:00,16.19,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,05:00,19.07,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,06:00,24.9,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,07:00,29.45,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,08:00,28.41,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,09:00,24.67,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,10:00,23.25,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,11:00,22.14,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,12:00,21.97,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,13:00,21.81,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,14:00,21.44,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,15:00,22.26,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,16:00,25.96,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,17:00,29.01,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,18:00,29.64,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,19:00,28.12,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,20:00,25.14,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,21:00,23.09,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,22:00,20.25,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Friday,23:00,17.64,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,00:00,15.41,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,01:00,14.68,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,02:00,14.22,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,03:00,13.92,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,04:00,14.52,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,05:00,16.98,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,06:00,20.61,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,07:00,24.67,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,08:00,25.23,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,09:00,24.6,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,10:00,23.36,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,11:00,21.84,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,12:00,21.05,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,13:00,20.85,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,14:00,20.17,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,15:00,21.46,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,16:00,23.54,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,17:00,27.05,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,18:00,26.55,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,19:00,25.39,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,20:00,23.25,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,21:00,21.03,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,22:00,18.58,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Saturday,23:00,16.69,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,00:00,16.04,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,01:00,14.92,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,02:00,14.27,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,03:00,13.84,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,04:00,14.63,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,05:00,16.83,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,06:00,20.91,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,07:00,24.5,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,08:00,25.92,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,09:00,25.16,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,10:00,22.93,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,11:00,21.83,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,12:00,21.41,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,13:00,20.97,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,14:00,20.19,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,15:00,21.48,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,16:00,23.21,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,17:00,27.13,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,18:00,26.39,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,19:00,25.35,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,20:00,23.23,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,21:00,21.04,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,22:00,18.85,TTF front-month (ICE/World Bank/IEA)
2010,1,Jan,Sunday,23:00,16.72,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,00:00,14.86,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,01:00,14.11,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,02:00,14.04,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,03:00,13.56,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,04:00,14.69,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,05:00,17.62,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,06:00,22.83,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,07:00,26.78,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,08:00,25.04,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,09:00,22.29,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,10:00,21.25,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,11:00,20.55,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,12:00,20.3,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,13:00,19.44,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,14:00,19.21,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,15:00,19.91,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,16:00,21.75,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,17:00,26.2,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,18:00,26.27,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,19:00,24.99,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,20:00,22.12,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,21:00,20.58,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,22:00,17.87,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Monday,23:00,15.98,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,00:00,15.27,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,01:00,14.52,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,02:00,13.44,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,03:00,13.21,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,04:00,14.44,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,05:00,17.61,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,06:00,21.95,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,07:00,26.05,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,08:00,24.34,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,09:00,22.03,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,10:00,21.09,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,11:00,20.46,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,12:00,20.02,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,13:00,19.19,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,14:00,19.09,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,15:00,19.97,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,16:00,22.21,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,17:00,25.98,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,18:00,26.43,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,19:00,24.99,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,20:00,22.59,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,21:00,19.95,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,22:00,18.18,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Tuesday,23:00,16.14,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,00:00,14.97,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,01:00,14.46,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,02:00,13.62,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,03:00,13.8,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,04:00,14.62,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,05:00,17.12,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,06:00,21.92,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,07:00,26.76,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,08:00,24.39,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,09:00,22.9,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,10:00,21.51,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,11:00,20.6,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,12:00,19.59,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,13:00,19.41,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,14:00,19.26,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,15:00,20.0,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,16:00,22.47,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,17:00,26.2,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,18:00,26.16,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,19:00,25.18,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,20:00,22.57,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,21:00,20.26,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,22:00,18.01,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Wednesday,23:00,16.33,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,00:00,14.85,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,01:00,14.35,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,02:00,13.73,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,03:00,13.6,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,04:00,14.55,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,05:00,17.02,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,06:00,22.5,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,07:00,26.79,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,08:00,24.67,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,09:00,21.98,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,10:00,21.27,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,11:00,20.46,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,12:00,19.45,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,13:00,19.24,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,14:00,19.11,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,15:00,19.76,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,16:00,22.43,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,17:00,25.83,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,18:00,27.02,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,19:00,25.58,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,20:00,22.98,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,21:00,20.86,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,22:00,18.15,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Thursday,23:00,15.59,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,00:00,15.05,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,01:00,14.63,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,02:00,13.41,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,03:00,13.38,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,04:00,14.49,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,05:00,17.33,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,06:00,22.17,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,07:00,25.52,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,08:00,25.18,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,09:00,22.07,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,10:00,21.03,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,11:00,20.51,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,12:00,20.19,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,13:00,19.53,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,14:00,18.92,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,15:00,20.27,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,16:00,22.31,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,17:00,25.95,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,18:00,25.81,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,19:00,25.51,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,20:00,22.51,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,21:00,20.7,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,22:00,18.25,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Friday,23:00,16.15,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,00:00,13.8,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,01:00,13.23,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,02:00,12.38,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,03:00,12.35,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,04:00,12.94,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,05:00,14.93,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,06:00,18.11,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,07:00,22.2,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,08:00,23.51,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,09:00,21.69,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,10:00,20.68,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,11:00,19.54,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,12:00,18.73,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,13:00,18.7,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,14:00,18.41,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,15:00,19.45,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,16:00,21.22,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,17:00,23.69,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,18:00,23.87,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,19:00,22.11,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,20:00,20.5,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,21:00,18.78,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,22:00,16.75,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Saturday,23:00,14.7,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Sunday,00:00,14.01,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Sunday,01:00,12.97,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Sunday,02:00,12.35,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Sunday,03:00,12.47,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Sunday,04:00,12.62,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Sunday,05:00,15.09,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Sunday,06:00,18.64,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Sunday,07:00,21.45,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Sunday,08:00,23.26,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Sunday,09:00,21.61,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Sunday,10:00,20.98,TTF front-month (ICE/World Bank/IEA)
2010,2,Feb,Sunday,11:00,19.36,TTF front-month (ICE/World Bank/IEA)
